text,label
"Fragment ustawy ""o zapewnieniu funkcjonowania ochrony zdrowia w związku z epidemią #COVID-19 oraz po jej ustaniu."" A tam zapis...",neutral
życzę przyjemnej lektury Przekazuję dochód ze sprzedaży na pomoc ofiarom katastrof humanitarnych Dziękuję,positive
Dzięki,positive
Już oficjalnie! Otrzymałem 21.974 głosy :) Jeszcze raz serdecznie dziękuję!,positive
"Miala bardzo dużo udanych chwytów, ale jak się zastanowić czy w całości chwytała za serce, to moim zdaniem nie. Raczej apelowała do rozsądku: jak wybierzecie Dudę to PiS chwyci Was za gardło.",ambiguous
🇵🇱Żeby Polska była Polską🇵🇱 #Duda2020 #PlanDudy,positive
#WielkiWybór #KoalicjaEuropejska,neutral
Fundacja na rzecz Nauki Polskiej po raz drugi przyznała wyróżnienia im. prof.Macieja W. Grabskiego. Wyróżnionymi są wybitni uczeni działający na rzecz lepszego zrozumienia nauki w społeczeństwie. W tym roku laureatami zostali ks. prof.Michał Heller i prof.Jan Madey. Gratulacje👏,positive
Coś w tym jest,neutral
"Uroki #HomeOffice. Odchodzę od komputera by porozmawiać przez telefon, a mój najlepszy asystent ""pilnuje"", aby nikt nie włamał się do komputera 😂 A Wam jak udaje się łączyć pracę w domu z opieką nad…",positive
Nikt z #PiS ani #KUKIZ15 nie pojawił się dziś na debacie o włączeniu #Piaseczno do metropolii warszawskiej. Boją się merytorycznej debaty?,negative
Mieszkańcy gminy Wieliszew i Nieporęt dzisiaj powiedzieli stanowczo NIE dla kolei szybkich prędkości w kształcie zaproponowanym przez spółkę CPK. Jestem z Wami drodzy mieszkańcy i samorządowcy. #Mazowszesercepolski,positive
Słuchać i nic nie zrozumieć to chyba ważna cecha .,negative
Zachęcam do przeczytania:,positive
"Modernizacja Sądu Rejonowego w Bielsku-Białej stanie się faktem... Ministerstwo Sprawiedliwości przeznaczy na to ok. 60 mln zł! - Decyzja zapadła kilka dni temu, a inwestycja została wprowadzona do planu.",neutral
Pietrowice Wielkie jak zwykle przedsiębiorcze. Taki mają klimat. Doroczna Gala Przedsiębiorczości po raz XIII...,positive
"Zapraszam do oglądania programu Forum w TVP Info z moim udziałem, dziś o 20:10.",positive
Z uwagi na sklerozę i zaniki pamięci Komitet Wyborczy Rafała Trzaskowskiego powinien rozważyć przeznaczenie części środków z puli na kampanię wyborczą na bilobil i inne suplementy poprawiające pamięć kandydata #RafałNieKłam,negative
"Bo tego wymaga #RacjaStanu i #InteresBezpieczeństwaPaństwa. PiSowscy Ministrowie Obrony Narodowej lekkomyślnie wyrzucili generałów z doskonałym wykształceniem zdobytym w zachodnich akademiach wojskowych, a nade wszystko z doświadczeniem bojowym. Przywrócimy ten cenny potencjał.",negative
4 nad ranem a w z min. praca wre 💪💪,positive
Wdzięczność pomagierom przy zmianach regulaminu Sejmu !,positive
Nie byłabym tego taka pewna. Różnie w tej kampanii było,ambiguous
Relacja w TV Trwam z prac zespołu - Polska liczy straty po II wojnie światowej.,ambiguous
Polskie wsparcie Ukrainy to nie chwilowe uniesienie emocjonalne - to wyciągnięcie wniosków z historii i dobre odczytanie wspólnych interesów,positive
wystarczy !,ambiguous
Dzisiaj spotkanie ŚZGiP z parlamentarzystami z woj. śl. Dobra frekwencja. Nikt z posłów nie bronił krytykowanych przez samorząd projektów.,positive
Natychmiastowa izolacja sprawcy przemocy domowej od ofiary to dawno oczekiwane rozwiązania. To rządowy projekt w oparciu o postulaty org pozarządowych. Pracujmy nad tym by pomóc pokrzywdzonym.,positive
Czy pan się zastanawia co pisze? Jak miałem wrócić do domu z Wawy? Co ma do tego inkubacja? Test to za mało? To żaden senator czy poseł nie powinien wracać do domu samolotem czy pociągiem. Więc jak? Są gdzieś granice szaleństwa? Pan też jest w grupie ryzyka.,negative
"Konkretne propozycje dla nas wszystkich. O tym, czy będą realizowane możemy zdecydować już 21 października. #5Morawieckiego #DotrzymujemySłowa",positive
"Czy to jeszcze inżynieria finansowa, czy już szwindel?",negative
"Prezes ArcelorMittal Poland w oficjalnym oświadczeniu zaprzeczył spekulacjom, że zostanie wyłączony wielki piec w Krakowie. To dobra wiadomość dla branży hutniczej. Jest to w dużej mierze rezultat podejmowanych działań i prowadzonych rozmów Pana Premiera Mateusza Morawieckiego.",positive
"2/3 […] nie poprawiła się też dostępność do świadczeń i profilaktycznych badań diagnostycznych, ani nie zwiększyła liczba ośrodków specjalizujących się w leczeniu określonych typów nowotworów”. NIK stwierdza, że wyniki leczenia w Polsce nowotworów są niezadowalające [...] 👎🏻",neutral
"Czarny Anioł odszedł😥. Ewa Demarczyk to nie tylko głos, ale przede wszystkim charyzmatyczna osobowość. Nikt tak nie zaśpiewał ""Tomaszowa"", to do dziś najlepsza reklama tego pięknego miasta. Artystka światowego formatu. RIP.",positive
"Dziękuje bardzo,pozdrawiam",positive
Nie ma zgody na zmianę Konstytucji i nie wolno godzić się na pseudowybory w maju realizowane pod dyktando J.Kaczyńskiego. Dziś cała opozycja powinna szukać konstruktywnych pomysłów na przeniesienie wyborów zgodnie z Konstytucją. Taki pomysł przedstawił,negative
Tytuł jest memiczny. 😉,ambiguous
#KampaniaNaWirusie,negative
W 88 rocznicę tragicznej śmierci Franciszka Żwirko i Stanisława Wigury spotkaliśmy się pod pomnikiem Lotników w Bielsku-Białej 🇵🇱. Wraz z seniorami lotnictwa i młodzieżą każdego roku czcimy pamięć bohaterów lotnictwa. #ŻwirkoiWigura #PosełDrabek #Bielsko-Biała,positive
W oczekiwaniu na #StudioPolska z,neutral
Pan rozumiem wie dla kogo ta niby zgoda? Wyczytał Pan z oświadczenia? I wie Pan czemu ta zgoda nie jest odnotowana?,negative
"Polubcie post na fb gdzie szkoła podstawowa, kl III F walczy o tablicę interaktywną pomóżmy dzieciom z Płocka wygrać",positive
"Jeśli to nie jest znieważenie Prezydenta RP, to co nim jest?",negative
Podczas dzisiejszego spotkania z Minister Sportu poruszyłem między innymi kwestie dotyczące inwestycji sportowych w naszym regionie oraz finansowania klas o profilu hokejowym. #Sanok #Podkarpcie,neutral
"to jest samorząd z dykty. A na marginesie, w czasach Wojtunika w CBA na odprawach zakazywano funkom zajmować się Warszawą",negative
"Ogromny szacunek za pracę, zaangażowanie i obdarowanie nas pięknymi chwilami, podczas których mogliśmy być dumni ze zwycięstw Polki. Brawo!!!",positive
O kryzysie w strefie euro oraz o roli Niemiec w Unii Europejskiej na łamach niemieckiego tygodnika 'Der Spiegel'...,neutral
Dubaj Katar Afryka - dziś rozmawialiśmy o kontraktach handlowych,neutral
"Kilka słów komentarza do dzisiejszego głosowania - . To oczywiście początek całej ścieżki legislacyjnej, ale początek udany. Podziękowania dla bardzo wielu osób, w tym szczególnie dla , referatu ds. transportu w oraz 👏👏👏",positive
Dziękujemy! będziemy bronić praw obywatelskich,positive
Dziś na posiedzeniu Komisji Sportu podziękowaliśmy za 26 lat pracy dla polskiego sportu Kazimierzowi Kowalczykowi.🇵🇱,positive
Jak Druh z Druhem...,neutral
Kampania 🇵🇱 Targ w Będzinie #DUDA2020 #ŁączyNasPolska,positive
"Bernie Sanders zawiesił swoją kampanię. Tym sposobem wiemy już, że czeka nas starcie Donald Trump - Joe Biden o tytuł POTUS. Pytanie tylko kiedy (raczej termin nie powinien się zmienić) i jakim rezultatem się skończy (do czasu pandemii byłem przekonany, że DT wygra bez problemu)?",neutral
"To dobry dzień dla Gorzowa. Dziś przyjechał pierwszy nowy, piękny tramwaj! Nie byloby to możliwe gdyby nie to, że wpisaliśmy tę inwestycje do Kontraktu Terytorialnego! Od dziś Gorzów ma super eko-transport! 🚋🚋🚋 #gorzów #tramwaj #ekotransport #jedziemy #transport",positive
Będą nowe pociągi dla,neutral
"Oglądam kawę na ławę i widzę obok Czarzastego PJK , za chwilę uspokajam się, ten drugi to tylko na zdjęciu. Dziwnie Prezes prezesów, nie ma nic do powiedzenia, czyżby się bał ?",negative
Na bieżąco analizujemy sytuację na #WarmiaMazury związaną z #koronawirus ☣️ Jesteśmy w stałym kontakcie z placówkami służby zdrowia - dziś za pośrednictwem telekonferencji koordynujemy najbliższe działania i zbieramy informacje o potrzebach jednostek.,neutral
18 lat temu w Hali Oliwii w Gdańsku narodziła się ogólnopolska Platforma Obywatelska.Wszystkim z którymi tam wtedy byłam serdeczne dzięki i życzenia co najmniej 100 lat pomyślności .Pomyślności naszej kochanej Polski i własnej.A do Łodzian apel -odszukajmy się.Czekam.,positive
Spotkanie wyborcze #PiS z udziałem Prezesa J. #Kaczyńskiego oraz Premiera M. #Morawieckiego w Katowicach.,neutral
"No tak, przepraszam, pominąłem habilitację",ambiguous
"Dotrzymujemy słowa i startujemy z modernizacją Parku Śląskiego. W tym roku wydamy 3️⃣️0️⃣️ milionów złotych. Wyremontujemy . ➡️ halę ""Kapelusz"" ➡️ kanał regatowy ➡️ Kręgi Taneczne ➡️ Galerię Rzeźby Śląskiej...",positive
Składamy zawiadomienie do prokuratury o podejrzeniu popełnienia przestępstwa przez Marszałek Sejmu .,neutral
Bruksela.Informuję firmy ICT zrzeszone w Digital Europe o postępie prac nad rozporządzeniem dot. EFRR# EP,neutral
"My i nasi partnerzy w Europie, Ruch 5 Gwiazd,jesteśmy za tym, żeby przestać płacić tylko za posiadanie ziemi, a należy zacząć wypłacać dopłaty za produkcję i dotować tylko tych rolników, którzy ziemię uprawiają.Jest szansa,żeby to zmienić, bo ten problem nie istnieje tylko u nas",neutral
Nasza dzisiejsza konferencja z dot. polskiej floty rybackiej,neutral
"Bezradna wobec kryzysu koalicja rządząca nie rezygnuje z walki z opozycją Biorąc pod uwagę wysokie bezrobocie,...",negative
"Pani Premier wręcza awans na kapitana Wojska Polskiego jednemu z ostatnich ""Cichociemnych"" Panu A. Tarnawskiemu.",neutral
Jesteśmy razem z Wielką Joanną Szczepkowską - obie tak samo wzruszone. Oby niedługo mogła powiedzieć- praworządność wróciła! #3xWeto,positive
Wystąpienie Julii Tymoszenko na Majdanie jest szkodliwe. To próba przejęcia protestu poprzez radykalizowanie tłumu.,negative
"Z ""bitymi""? To osoby #LGBTQ. Gej, lesbijka, osoba niebinarna. Marsz był Marszem Równości. A przemoc - skutkiem homofobii, którą nie mniej niż propaganda PiS i Kościoła, zasila brak odwagi centrowych polityków do nazywania rzeczy po imieniu. #Białystok #MarszRownosci #loveislove",negative
Wzrost płacy minimalnej do takiego poziomu jaki proponuje PiS to katastrofa dla większości przedsiębiorców. Skutki takiej zmiany to gwałtowna inflacja i drastyczny spadek konkurencyjności polskich firm na rynku UE. #PusteObietnice #DojnaZmiana #pisancjum #Opolskie #Opole,negative
"Krótka wizyta w Bytomiu Odrzańskim 💪 Dziękuję za wsparcie Pana Burmistrza Jacka Sautera, który pozwolił mi powiesić baner na swoim płocie ✌ #AktywnieDlaLubuskiego #Waldkobus #KoalicjaObywatelska #druzynaJutra #AktywnaKampania",positive
Powróciła kwestia uchodźców. Waszczykowski: UE popełniła wiele rażących błędów | Niezależna,negative
"„Wszystkie respiratory są zajęte w każdym szpitalu, który potencjalnie został wyznaczony do hospitalizowania pacjentów z #COVID19. (...) Jak ktoś umrze, to dopiero się zwalnia respirator.” ordynator w Wojewódzkim Szpitalu Zakaźnym w Warszawie.Konultant Wojewódzki . #lewica",neutral
Słodkie bomby ŻÓŁTEJ Rewolucji [wyk.Gosia Rybacka Lubraniec],positive
"Schetyna sam nie wierzy w to co mówi. Agresją i emocjami próbuje zamazać brak wiarygodności KE. Naiwne nadzieje, że Polacy już zapomnieli jak nieudolnie rządzili i jakie Eldorado mieli złodzieje.Tylko w kłamstwach i manipulacjach trzymają wysoki poziom. Tak w tym są mistrzami.",negative
"Ta młodzież, która nie płaci podatku PiT, bo do 26 roku życia jest z niego zwolniona?",ambiguous
Właśnie tak - liberalna utopia umiera na naszych oczach. I dobrze!,positive
Podpisy można składać na stronie internetowej Inicjatywy: lub w formie tradycyjnej na Formularzu Deklaracji Poparcia dla Europejskiej Inicjatywy Obywatelskiej:,neutral
"Dziś Strajk Kobiet. Sam mam dwie córki, będę tam dla nich.",positive
"Powinien wycofać, jeśli ma do tego podstawę w postaci wyroku TK. A taki wyrok zapadł w grudniu,w dzień po podjęciu tych uchwał.",neutral
"Wsparcie dla Szpitali - Wrocław: Koszarowa Zakaźny (8,5 mln zł), DCChP (4,8 mln zł), Kamieńskiego (2 mln zł), Bolesławiec (5,5 mln zł), Wałbrzych (5 mln zł), Legnica - 3,5 mln zł oraz PR Legnica - 3 mln zł, PR Wrocław - 5 mln zł, PR JG - 1,5 mln zł, PR Wałbrzych - 2 mln zł.",neutral
11 posiedzenie Sejmu RP (5 dni).,neutral
NIe zapominajmy o świstakach...:),ambiguous
"W poniedziałek składam zawiadomienie do Prokuratury. Nie ma zgody na ujawnianie danych Funkcjonariuszy BOA, kontrterroystów, operacyjnych Państwo ma szczególny obowiązek chronić tych Policjantów.",negative
Lechia Zielona Góra otrzymała dzisiaj licencję na grę w II lidze.,neutral
#5latPAD to czas prawdziwego zainteresowania przyszłością polskiej przyrody🌱🌿🌳 foto:KPRP,positive
#AbstrachujeTV wzięło się za polityków i media. Ubaw jest. Gdyby politycy i media mówili prawdę...,ambiguous
"Stepnica na Zalewem Szczecińskim. Serdeczni, uśmiechnięci ludzie. Polonezem zaczynamy Noc Kupały",positive
"Wniosek totalnej opozycji o wotum nieufności dla jest czysto polityczny, a nie merytoryczny. Wicepremier jest gwarantem sprawnego nadzoru nad spółkami Skarbu Państwa.",negative
Ups.. Już poprawiam.,neutral
#PlanDudy to szybki rozwój Polski 🇵🇱 Przekazujmy dalej! #Duda2020,positive
Premier w #DotrzymujemySłowa #Spot #PiS #WieluńNowychMożliwości,positive
Europarlament był przez dekadę miejscem polskiej dumy i chwały. We wrześniu będzie ponownie miejscem wstydu dla rządzących.,ambiguous
Nie rozmawiałem z The Telegraph. via,neutral
i doskonały był Terry Kath z Chicago :,ambiguous
"W imieniu Posła Bartłomieja Wróblewskiego zachęcam do polubienia profilu Proszę również o zaproszenie osób, które wspierają Naszego Prezydenta! #DUDA2020 🇵🇱",positive
Z okazji Świąt Wielkanocnych przyjmijcie ode mnie najlepsze życzenia :),positive
Błędy formalne w protokołach z Gdyni.,neutral
"w Sejmie informuje, że ma problem z przeczytaniem przez kilka godzin 45 str. projektu ustawy🧐.",negative
#ArenaMlodych zapraszam na Światowe Dni Mĺodzieży! Dołącz do nas!,positive
"PEK w expose nie zapowiadała tych ""działań"". Teraz przedstawia się je jako ""ochronę od upadłości i utraty pracy"" #likwidacja",negative
tak...,ambiguous
Kulisy wizyty w Parlamencie Jana Pawła II. 11 czerwca - 20. rocznica wystąpienia Ojca Świętego w Sali Plenarnej Sejmu,neutral
Szymon Hołownia płakał nad konstytucją zanim to było modne:),negative
Dzień Sołtysa na Sądecczyźnie to wyjątkowa okazja do spotkania i podziękowania sołtysom za ich pracę. Jednym z wyróżnionych został Tadeusz Kurzeja - otrzymał tytuł Sołtysa Roku. #Małopolska,positive
"Na razie status interpelacji to ""rejestracja"". Mam nadzieję, że istotność problemu sprawi, że odpowiedź zostanie udzielona niezwłocznie.",ambiguous
"Stadion LA w Suwałkach oficjalnie otwarty, a w 2016 70.Mistrzostwa Polski Juniorów",neutral
"I po spotkaniu w Ratuszu z Zarządem ""Małpki"". Myślę że są spore szanse, na sporą inwestycję &gt; 100 miejsc pracy. Szczegóły do końca czerwca.",neutral
"Zapraszam na Konferencję ""Skrzyżowania Historii"" w dniach 14-16.10.2016r. w #Rzeszów i #Przemyśl #Podkarpacie #PolskaWielkiProjekt #RT",positive
Klub Parlamentarny PSL za odrzuceniem w pierwszym czytaniu projektu ustawy o zmianie Konstytucji aut. Kukiz'15. Nawet w tytule są błędy.,negative
"Pani , krakowska kurator oświaty wygląda na idealną następczynię minister . Podobny poziom buty, braku szacunku dla nauczycieli i specyficznie rozumiana ""pisowska prawomyślność"" Wart pałac Paca, a Pac pałaca!",negative
Dziękujemy 👍,positive
DUDA2020🇵🇱,positive
"Sprawdź, gdzie głosujesz 13 października. przez",neutral
To jest skandal!,negative
Bo nigdy Pana o nic nie oskarzalem.,ambiguous
"Premier : w walce z pandemią słuchajmy się ekspertów i lekarzy, nie spin-doktorów. Dzisiaj trzeba odłożyć na bok politykę i słupki sondażowe. STRATEGIA ROZSĄDKU NIE SKRAJNOŚCI #CzasNaZgode",ambiguous
To zapewne 8-10 lat.,neutral
"Tak, wiarygodność to podstawa, kto uwierzy ludziom, którzy już rządzili i zwijali Polskę Powiatową bo na „zielonej wyspie” Tuska „piniędzy nie było” dla zwkłych ludzi.",negative
"Szanowni Państwo, w załączeniu przedstawiam grafikę informacyjną dot. terminów w głosowaniu korespondencyjnym i dopisania do spisu wyborców.",neutral
Ciekawy i dowcipny filmik. Dedykuję przede wszystkim ksenofobom:,positive
"Ulotka na której znajdziecie kilka informacji o mnie. Proszę o udostępnianie, pamiętajcie - to już za tydzień!...",positive
"Przez zaniedbania rządu gazoport będzie najwcześniej na koniec roku, a gaz i tak będziemy kupować najdrożej w Europie.",negative
"Po dzisiejszej Radzie Ministrów wysłałem zaproszenie do wszystkich przewodniczących klubów parlamentarnych na spotkanie dotyczące propozycji zapisów ustawy chroniącej dzieci i młodzież przed pornografią w sieci. Wierzę, że wspólnie i ponad podziałami rozwiążemy ten ważny problem.",positive
🇵🇱,positive
Wyruszamy z #TwojSztab na spotkania z mieszkańcami Mazowsza i woj. Podlaskiego #POrozmawiajmy,neutral
Biedaszyby z Wałbrzycha okiem “The New York Times”:,neutral
Nie wątpię. Widzę.,ambiguous
"Nie ma piękniejszej manifestacji tożsamości narodowej niż eksponowanie symboli, które towarzyszą nam od wieków. Symboli, które od urodzenia aż po śmierć są głęboko zakorzenione w naszych sercach",positive
"❗️Senat zaakceptował kolejne poprawki do poprawek nowego Prawa Wodnego, które niczego nie poprawiają. Okazuje się, że jedyną zaletą tego prawnego bubla jest to, że nie działa 👎 Więcej:",negative
"Media publikują nagrania i twierdzą, że szef #KNF i doradca prezydenta chciał 40 mln łapówki „na słupa”. To nowy wątek pajęczyny finansowej #PiS? Za iloma decyzjami tej władzy stoją prywatne, korupcyjne interesy?! Nie oszukujcie Polaków!",negative
"Ryszard Petru stoi po stronie wielkich sieci handlowych, które się rozwijają kosztem drobnego polskiego handlu",negative
"„To nie kryzys, to rezultat” — jak mawiał śp. Stefan Kisielewski. Rozdają zasiłki, zapowiadają, że będą ratować rozbitków, a później dziwią się dlaczego tylu ludzi z Afryki ryzykuje swoje życie by dostać się do Europy.",negative
"„Jacek Bury jest w środku, senator na Sejm” 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️",neutral
"po co w W-wie prezydent,przecież naczelnik Jarosław Pierwszy Wielki z W-wy nie wyjechał.",negative
"Nasz program nazywa się Polska. #DobraZmiana w nowej odsłonie *niższy, b. proporcjonalny ZUS dla mniej zarabiających, *obniżka podatku CIT z 15 do 9 proc. dla małych firm, *duże inwestycje w drogi gminne i powiatowe, *program czyste powietrze, Ruszamy w Polskę!",positive
Proszę to koniecznie napisać pracownikom ochrony zdrowia! Koniecznie!,ambiguous
#AkcjaKokarda🎀❗️ Zachęcam do włączenia się w zainicjowaną przez akcję. ⬇️Instruktaż wykonania przykładowej kokardy: #BarwamiWspólnymi #KokardaNarodowa #patriotyzm #Polska 🇵🇱,positive
"W PL istnieje głęboka różnica podejścia do polityki i do społeczeństwa. 1 strona to ta, która rządziła w Polsce przez 8 lat do 2015 roku. Podnoszono podatki i wiek emerytalny. Osoby, które były czynnymi uczestnikami procesów antyspołecznych, dzisiaj mówią, że będą ich gwarantami.",neutral
"Szeregowy poseł się spóźnia, więc #PAD i rząd #Morawiecki.ego muszą zaczekać #PodłaZmiana #Złe2Lata #Rekonstrukcja",negative
Gratuluję Panie Wojewodo i życzę powodzenia w służbie Państwu. 🇵🇱🤝👍,positive
jeszcze tylko 45 min chyba że sędzia każe się męczyć dłużej,ambiguous
"Dziś był czas Otwocka. #POrozmawiajmy czyli spotkanie z sypatykami i działaczami. Super rozmowy, czasami gorzkie żale pod naszym adresem (słuszne). I wielka mobilizacja wszystkich: tym razem się uda! Dziękuję! #Kidawa2020 #PrawdziwaPrezydent",positive
😩,negative
O filmach mistrza Wajdy pamięta się w Brukseli na,neutral
